,Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_ocupada_en_la_industria_manufacturera,Poblaci n_ocupada,Tasa_de_ocupaci n_en_la_industria_manufacturera
4387,2021,3,M xico,Mujeres,372036,2889887,12.873721360000000000000
4389,2021,3,Michoac n,Mujeres,87202,813399,10.720691810000000000000
4391,2021,3,Morelos,Mujeres,30199,330510,9.1370911620000000000000
4393,2021,3,Nayarit,Mujeres,19570,238561,8.2033526020000000000000
4395,2021,3,Nuevo Le n,Mujeres,210363,1021720,20.589104650000000000000
4397,2021,3,Oaxaca,Mujeres,133070,710915,18.718130860000000000000
4399,2021,3,Puebla,Mujeres,188908,1163761,16.232542590000000000000
4401,2021,3,Quer taro,Mujeres,85019,405415,20.970857020000000000000
4403,2021,3,Quintana Roo,Mujeres,13787,327498,4.2097967010000000000000
4405,2021,3,San Luis Potos ,Mujeres,99274,505911,19.622819030000000000000
4407,2021,3,Sinaloa,Mujeres,72150,518560,13.913529770000000000000
4409,2021,3,Sonora,Mujeres,125856,565382,22.260347870000000000000
4411,2021,3,Tabasco,Mujeres,29390,340762,8.6247879750000000000000
4413,2021,3,Tamaulipas,Mujeres,139388,644108,21.640470230000000000000
4415,2021,3,Tlaxcala,Mujeres,65317,243921,26.77793220000000000000
4417,2021,3,Veracruz,Mujeres,115123,1172087,9.8220524590000000000000
4419,2021,3,Yucat n,Mujeres,81269,444683,18.275715510000000000000
4421,2021,3,Zacatecas,Mujeres,36881,260001,14.184945440000000000000
4423,2021,4,Nacional,Mujeres,3583702,22321951,16.054609210000000000000
4425,2021,4,Aguascalientes,Mujeres,50875,252380,20.158094940000000000000
4427,2021,4,Baja California,Mujeres,187028,703836,26.57266750000000000000
4429,2021,4,Baja California Sur,Mujeres,9255,166622,5.5544886030000000000000
4431,2021,4,Campeche,Mujeres,16207,157884,10.265131360000000000000
4433,2021,4,Coahuila,Mujeres,138903,552104,25.158846880000000000000
4435,2021,4,Colima,Mujeres,12681,166247,7.6278068180000000000000
4437,2021,4,Chiapas,Mujeres,100812,709564,14.207597910000000000000
4439,2021,4,Chihuahua,Mujeres,221225,675538,32.747972730000000000000
4441,2021,4,Ciudad de M xico,Mujeres,168470,1982122,8.4994768230000000000000
4443,2021,4,Durango,Mujeres,57450,317145,18.114742470000000000000
4445,2021,4,Guanajuato,Mujeres,229763,1057021,21.736843450000000000000
4447,2021,4,Guerrero,Mujeres,70838,575900,12.300399370000000000000
4449,2021,4,Hidalgo,Mujeres,100253,565987,17.7129510000000000000
4451,2021,4,Jalisco,Mujeres,272988,1525920,17.890059770000000000000
4453,2021,4,M xico,Mujeres,409227,2996155,13.658405520000000000000
4455,2021,4,Michoac n,Mujeres,67626,805822,8.392175940000000000000
4457,2021,4,Morelos,Mujeres,34171,337105,10.136604320000000000000
4459,2021,4,Nayarit,Mujeres,24521,243607,10.065802710000000000000
4461,2021,4,Nuevo Le n,Mujeres,205099,1059373,19.360414130000000000000
4463,2021,4,Oaxaca,Mujeres,134923,759508,17.764526510000000000000
4465,2021,4,Puebla,Mujeres,203202,1207987,16.821538640000000000000
4467,2021,4,Quer taro,Mujeres,83436,403449,20.680680830000000000000
4469,2021,4,Quintana Roo,Mujeres,16384,346470,4.7288365520000000000000
4471,2021,4,San Luis Potos ,Mujeres,101422,516339,19.642521680000000000000
4473,2021,4,Sinaloa,Mujeres,63827,515768,12.375137660000000000000
4475,2021,4,Sonora,Mujeres,126574,582521,21.728658710000000000000
4477,2021,4,Tabasco,Mujeres,29586,339762,8.7078602080000000000000
4479,2021,4,Tamaulipas,Mujeres,148827,656539,22.668417260000000000000
4481,2021,4,Tlaxcala,Mujeres,65627,245157,26.769376360000000000000
4483,2021,4,Veracruz,Mujeres,106314,1151409,9.2333827510000000000000
4485,2021,4,Yucat n,Mujeres,90001,476803,18.875929890000000000000
4487,2021,4,Zacatecas,Mujeres,36187,269907,13.407210630000000000000
4489,2022,1,Nacional,Mujeres,3564843,22081189,16.144252920000000000000
4491,2022,1,Aguascalientes,Mujeres,48122,245441,19.606341240000000000000
4493,2022,1,Baja California,Mujeres,182245,707841,25.746601280000000000000
4495,2022,1,Baja California Sur,Mujeres,10818,172527,6.2703229060000000000000
4497,2022,1,Campeche,Mujeres,16887,158618,10.64633270000000000000
4499,2022,1,Coahuila,Mujeres,136843,545222,25.09858370000000000000
4501,2022,1,Colima,Mujeres,10856,158110,6.8661058760000000000000
4503,2022,1,Chiapas,Mujeres,87455,641490,13.633104180000000000000
4505,2022,1,Chihuahua,Mujeres,224099,648005,34.582912170000000000000
4507,2022,1,Ciudad de M xico,Mujeres,175899,1946624,9.0361055860000000000000
4509,2022,1,Durango,Mujeres,55750,309916,17.988745340000000000000
4511,2022,1,Guanajuato,Mujeres,235246,1062668,22.13729970000000000000
4513,2022,1,Guerrero,Mujeres,70182,532676,13.175363640000000000000
4515,2022,1,Hidalgo,Mujeres,101916,559231,18.22431160000000000000
4517,2022,1,Jalisco,Mujeres,282124,1555679,18.135103710000000000000
4519,2022,1,M xico,Mujeres,391107,2987010,13.093595270000000000000
4521,2022,1,Michoac n,Mujeres,87006,840426,10.352606890000000000000
4523,2022,1,Morelos,Mujeres,35082,336469,10.426517750000000000000
4525,2022,1,Nayarit,Mujeres,20229,245361,8.2445865480000000000000
4527,2022,1,Nuevo Le n,Mujeres,212308,1034214,20.528439960000000000000
4529,2022,1,Oaxaca,Mujeres,137213,805721,17.029840350000000000000
4531,2022,1,Puebla,Mujeres,179545,1151959,15.586058180000000000000
4533,2022,1,Quer taro,Mujeres,84946,396400,21.429364280000000000000
4535,2022,1,Quintana Roo,Mujeres,17556,350473,5.0092303830000000000000
4537,2022,1,San Luis Potos ,Mujeres,115655,490579,23.575203990000000000000
4539,2022,1,Sinaloa,Mujeres,52651,506835,10.38819340000000000000
4541,2022,1,Sonora,Mujeres,120735,549549,21.969833450000000000000
4543,2022,1,Tabasco,Mujeres,29753,350785,8.4818336020000000000000
4545,2022,1,Tamaulipas,Mujeres,148943,624871,23.835799710000000000000
4547,2022,1,Tlaxcala,Mujeres,63801,241052,26.46773310000000000000
4549,2022,1,Veracruz,Mujeres,107640,1190733,9.0398099320000000000000
4551,2022,1,Yucat n,Mujeres,82759,478943,17.279509250000000000000
4553,2022,1,Zacatecas,Mujeres,39472,255761,15.43315830000000000000
