,Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_ocupada_en_la_industria_manufacturera,Poblaci n_ocupada,Tasa_de_ocupaci n_en_la_industria_manufacturera
779,2007,4,Sonora,Mujeres,83042,407130,20.396924820000000000000
781,2007,4,Tabasco,Mujeres,38268,326902,11.706260590000000000000
783,2007,4,Tamaulipas,Mujeres,95644,507987,18.828040880000000000000
785,2007,4,Tlaxcala,Mujeres,43201,166378,25.965572370000000000000
787,2007,4,Veracruz,Mujeres,117030,1059571,11.045036150000000000000
789,2007,4,Yucat n,Mujeres,87717,336544,26.064051060000000000000
791,2007,4,Zacatecas,Mujeres,18651,214052,8.7133033090000000000000
793,2008,1,Nacional,Mujeres,2690113,16769645,16.0415620000000000000
795,2008,1,Aguascalientes,Mujeres,30239,159454,18.964089960000000000000
797,2008,1,Baja California,Mujeres,112477,475892,23.634984410000000000000
799,2008,1,Baja California Sur,Mujeres,6171,101858,6.0584342910000000000000
801,2008,1,Campeche,Mujeres,14356,117532,12.214545830000000000000
803,2008,1,Coahuila,Mujeres,69200,392583,17.626845790000000000000
805,2008,1,Colima,Mujeres,8593,118407,7.2571722960000000000000
807,2008,1,Chiapas,Mujeres,56657,486789,11.638923640000000000000
809,2008,1,Chihuahua,Mujeres,117415,468756,25.048212720000000000000
811,2008,1,Ciudad de M xico,Mujeres,206929,1707329,12.120042480000000000000
813,2008,1,Durango,Mujeres,30364,201001,15.106392510000000000000
815,2008,1,Guanajuato,Mujeres,170631,762321,22.383090590000000000000
817,2008,1,Guerrero,Mujeres,78669,514356,15.294659730000000000000
819,2008,1,Hidalgo,Mujeres,53794,388141,13.859396460000000000000
821,2008,1,Jalisco,Mujeres,190425,1189843,16.004212320000000000000
823,2008,1,M xico,Mujeres,365377,2181614,16.748013170000000000000
825,2008,1,Michoac n,Mujeres,72897,620094,11.755798310000000000000
827,2008,1,Morelos,Mujeres,31932,291363,10.959524720000000000000
829,2008,1,Nayarit,Mujeres,15028,173018,8.6858014770000000000000
831,2008,1,Nuevo Le n,Mujeres,137062,719824,19.041043370000000000000
833,2008,1,Oaxaca,Mujeres,113384,584339,19.403804980000000000000
835,2008,1,Puebla,Mujeres,181938,893266,20.367729210000000000000
837,2008,1,Quer taro,Mujeres,53628,264937,20.241793330000000000000
839,2008,1,Quintana Roo,Mujeres,13793,236361,5.8355650890000000000000
841,2008,1,San Luis Potos ,Mujeres,61252,370231,16.544265610000000000000
843,2008,1,Sinaloa,Mujeres,44197,429409,10.292518320000000000000
845,2008,1,Sonora,Mujeres,83707,410812,20.375987070000000000000
847,2008,1,Tabasco,Mujeres,23642,279491,8.4589485890000000000000
849,2008,1,Tamaulipas,Mujeres,97553,515569,18.921424680000000000000
851,2008,1,Tlaxcala,Mujeres,41959,168817,24.854724350000000000000
853,2008,1,Veracruz,Mujeres,105676,1033936,10.220748670000000000000
855,2008,1,Yucat n,Mujeres,82712,324083,25.521857060000000000000
857,2008,1,Zacatecas,Mujeres,18456,188219,9.8055987970000000000000
859,2008,2,Nacional,Mujeres,2851351,16987934,16.784566030000000000000
861,2008,2,Aguascalientes,Mujeres,30393,164861,18.435530540000000000000
863,2008,2,Baja California,Mujeres,121410,525885,23.086796540000000000000
865,2008,2,Baja California Sur,Mujeres,6021,103777,5.8018636110000000000000
867,2008,2,Campeche,Mujeres,14532,120984,12.011505650000000000000
869,2008,2,Coahuila,Mujeres,68089,390947,17.416427290000000000000
871,2008,2,Colima,Mujeres,10130,123792,8.1830812980000000000000
873,2008,2,Chiapas,Mujeres,53917,479975,11.23329340000000000000
875,2008,2,Chihuahua,Mujeres,128583,485122,26.505291450000000000000
877,2008,2,Ciudad de M xico,Mujeres,207455,1748780,11.862841520000000000000
879,2008,2,Durango,Mujeres,22765,198542,11.466087780000000000000
881,2008,2,Guanajuato,Mujeres,178898,767759,23.301322420000000000000
883,2008,2,Guerrero,Mujeres,76930,496609,15.491060370000000000000
885,2008,2,Hidalgo,Mujeres,62587,381877,16.38930860000000000000
887,2008,2,Jalisco,Mujeres,232458,1225856,18.962912450000000000000
889,2008,2,M xico,Mujeres,391137,2181750,17.927672740000000000000
891,2008,2,Michoac n,Mujeres,97211,642714,15.125078960000000000000
893,2008,2,Morelos,Mujeres,35272,299491,11.777315510000000000000
895,2008,2,Nayarit,Mujeres,16211,176312,9.1944961210000000000000
897,2008,2,Nuevo Le n,Mujeres,146859,735595,19.964654460000000000000
899,2008,2,Oaxaca,Mujeres,111413,569185,19.574127920000000000000
901,2008,2,Puebla,Mujeres,208018,907300,22.927146480000000000000
903,2008,2,Quer taro,Mujeres,54734,277598,19.717000840000000000000
905,2008,2,Quintana Roo,Mujeres,15699,248443,6.3189544480000000000000
907,2008,2,San Luis Potos ,Mujeres,56649,370395,15.294212930000000000000
909,2008,2,Sinaloa,Mujeres,37581,411378,9.1353937250000000000000
911,2008,2,Sonora,Mujeres,89928,421779,21.321118410000000000000
913,2008,2,Tabasco,Mujeres,23114,265421,8.708429250000000000000
915,2008,2,Tamaulipas,Mujeres,101122,531294,19.033153020000000000000
917,2008,2,Tlaxcala,Mujeres,46007,173329,26.543163580000000000000
919,2008,2,Veracruz,Mujeres,105182,1030393,10.207949780000000000000
921,2008,2,Yucat n,Mujeres,82631,335182,24.652576810000000000000
923,2008,2,Zacatecas,Mujeres,18415,195609,9.4141885090000000000000
925,2008,3,Nacional,Mujeres,2723216,16735951,16.271653760000000000000
927,2008,3,Aguascalientes,Mujeres,29067,165035,17.612627620000000000000
929,2008,3,Baja California,Mujeres,115076,516351,22.286390460000000000000
931,2008,3,Baja California Sur,Mujeres,6239,106542,5.8559065910000000000000
933,2008,3,Campeche,Mujeres,15020,120550,12.459560350000000000000
935,2008,3,Coahuila,Mujeres,67866,394099,17.220546110000000000000
937,2008,3,Colima,Mujeres,10075,123791,8.1387176770000000000000
939,2008,3,Chiapas,Mujeres,65966,504456,13.07666080000000000000
941,2008,3,Chihuahua,Mujeres,108721,482639,22.526360280000000000000
943,2008,3,Ciudad de M xico,Mujeres,174101,1690721,10.297441150000000000000
945,2008,3,Durango,Mujeres,25298,192318,13.154254930000000000000
947,2008,3,Guanajuato,Mujeres,176720,767010,23.040116820000000000000
949,2008,3,Guerrero,Mujeres,88669,526306,16.847423360000000000000
951,2008,3,Hidalgo,Mujeres,74991,374685,20.014412110000000000000
953,2008,3,Jalisco,Mujeres,220991,1182425,18.689642050000000000000
955,2008,3,M xico,Mujeres,402438,2137566,18.826927450000000000000
957,2008,3,Michoac n,Mujeres,87698,642125,13.657465450000000000000
959,2008,3,Morelos,Mujeres,31956,296410,10.781012790000000000000
961,2008,3,Nayarit,Mujeres,16719,169661,9.8543566290000000000000
963,2008,3,Nuevo Le n,Mujeres,140125,712875,19.656321230000000000000
965,2008,3,Oaxaca,Mujeres,103454,590914,17.507454550000000000000
967,2008,3,Puebla,Mujeres,158698,861319,18.424997010000000000000
969,2008,3,Quer taro,Mujeres,58408,279087,20.928241010000000000000
971,2008,3,Quintana Roo,Mujeres,16898,238870,7.0741407460000000000000
973,2008,3,San Luis Potos ,Mujeres,55352,362395,15.273941420000000000000
975,2008,3,Sinaloa,Mujeres,42285,406658,10.398172420000000000000
977,2008,3,Sonora,Mujeres,83986,399981,20.997497380000000000000
979,2008,3,Tabasco,Mujeres,24367,260738,9.3453965280000000000000
981,2008,3,Tamaulipas,Mujeres,92434,512637,18.031082420000000000000
983,2008,3,Tlaxcala,Mujeres,44169,173407,25.471290090000000000000
985,2008,3,Veracruz,Mujeres,87645,1022889,8.5683783870000000000000
987,2008,3,Yucat n,Mujeres,83440,330605,25.238577760000000000000
989,2008,3,Zacatecas,Mujeres,14344,190886,7.5144326980000000000000
991,2008,4,Nacional,Mujeres,2664257,16717832,15.936617860000000000000
993,2008,4,Aguascalientes,Mujeres,31093,170052,18.284407120000000000000
995,2008,4,Baja California,Mujeres,114512,508404,22.523819640000000000000
997,2008,4,Baja California Sur,Mujeres,6431,107623,5.9754885110000000000000
999,2008,4,Campeche,Mujeres,15160,118786,12.762446750000000000000
1001,2008,4,Coahuila,Mujeres,61959,398898,15.532542150000000000000
1003,2008,4,Colima,Mujeres,10599,119888,8.8407513680000000000000
1005,2008,4,Chiapas,Mujeres,40530,461873,8.7751394860000000000000
1007,2008,4,Chihuahua,Mujeres,105673,487073,21.695515870000000000000
1009,2008,4,Ciudad de M xico,Mujeres,173414,1668417,10.39392430000000000000
1011,2008,4,Durango,Mujeres,26238,204212,12.848412430000000000000
1013,2008,4,Guanajuato,Mujeres,188518,771798,24.425821260000000000000
1015,2008,4,Guerrero,Mujeres,78465,548264,14.311536050000000000000
1017,2008,4,Hidalgo,Mujeres,72474,344698,21.025361330000000000000
1019,2008,4,Jalisco,Mujeres,209783,1176821,17.826245450000000000000
1021,2008,4,M xico,Mujeres,384454,2182153,17.618104690000000000000
1023,2008,4,Michoac n,Mujeres,81171,630313,12.877887650000000000000
1025,2008,4,Morelos,Mujeres,30852,296019,10.422303970000000000000
1027,2008,4,Nayarit,Mujeres,17156,172621,9.9385358680000000000000
1029,2008,4,Nuevo Le n,Mujeres,132877,721159,18.425478990000000000000
1031,2008,4,Oaxaca,Mujeres,111049,578803,19.185975190000000000000
1033,2008,4,Puebla,Mujeres,191170,884206,21.620527340000000000000
1035,2008,4,Quer taro,Mujeres,52329,274790,19.043269410000000000000
1037,2008,4,Quintana Roo,Mujeres,13815,240333,5.7482742690000000000000
1039,2008,4,San Luis Potos ,Mujeres,58386,372118,15.69018430000000000000
1041,2008,4,Sinaloa,Mujeres,42706,434666,9.8250150690000000000000
1043,2008,4,Sonora,Mujeres,78169,387022,20.197559830000000000000
1045,2008,4,Tabasco,Mujeres,20700,260571,7.9440920130000000000000
1047,2008,4,Tamaulipas,Mujeres,83989,516863,16.249760570000000000000
1049,2008,4,Tlaxcala,Mujeres,41952,166033,25.267266150000000000000
1051,2008,4,Veracruz,Mujeres,87588,977107,8.9640131530000000000000
1053,2008,4,Yucat n,Mujeres,84439,337151,25.04486120000000000000
1055,2008,4,Zacatecas,Mujeres,16606,199097,8.3406580710000000000000
1057,2009,1,Nacional,Mujeres,2583150,16617376,15.544873030000000000000
1059,2009,1,Aguascalientes,Mujeres,26764,160729,16.651631010000000000000
1061,2009,1,Baja California,Mujeres,107988,501313,21.541033250000000000000
1063,2009,1,Baja California Sur,Mujeres,6742,106731,6.3168151710000000000000
1065,2009,1,Campeche,Mujeres,13017,118543,10.980825520000000000000
1067,2009,1,Coahuila,Mujeres,56989,390679,14.587167470000000000000
1069,2009,1,Colima,Mujeres,10226,121277,8.4319368060000000000000
1071,2009,1,Chiapas,Mujeres,51009,511975,9.9631817960000000000000
1073,2009,1,Chihuahua,Mujeres,102021,454803,22.431910080000000000000
1075,2009,1,Ciudad de M xico,Mujeres,162151,1717805,9.439429970000000000000
1077,2009,1,Durango,Mujeres,22740,200571,11.337631060000000000000
1079,2009,1,Guanajuato,Mujeres,179841,778594,23.09817440000000000000
1081,2009,1,Guerrero,Mujeres,81616,493859,16.526174470000000000000
1083,2009,1,Hidalgo,Mujeres,62999,353491,17.821953030000000000000
1085,2009,1,Jalisco,Mujeres,208880,1171242,17.834059910000000000000
1087,2009,1,M xico,Mujeres,347885,2135968,16.286994940000000000000
1089,2009,1,Michoac n,Mujeres,84481,634558,13.313361430000000000000
1091,2009,1,Morelos,Mujeres,27086,299257,9.0510831830000000000000
1093,2009,1,Nayarit,Mujeres,14290,180597,7.9126452820000000000000
1095,2009,1,Nuevo Le n,Mujeres,118346,726431,16.291430290000000000000
1097,2009,1,Oaxaca,Mujeres,129621,580643,22.323699760000000000000
1099,2009,1,Puebla,Mujeres,182053,844152,21.566376670000000000000
1101,2009,1,Quer taro,Mujeres,48877,270504,18.068864050000000000000
1103,2009,1,Quintana Roo,Mujeres,13134,228776,5.7409868170000000000000
1105,2009,1,San Luis Potos ,Mujeres,51810,366933,14.119743930000000000000
1107,2009,1,Sinaloa,Mujeres,40665,427154,9.5199857660000000000000
1109,2009,1,Sonora,Mujeres,84529,391767,21.576345120000000000000
1111,2009,1,Tabasco,Mujeres,20684,270384,7.6498609390000000000000
1113,2009,1,Tamaulipas,Mujeres,76789,499959,15.359059440000000000000
1115,2009,1,Tlaxcala,Mujeres,42553,164671,25.84122280000000000000
1117,2009,1,Veracruz,Mujeres,114460,1003250,11.408921010000000000000
1119,2009,1,Yucat n,Mujeres,77892,335084,23.245514560000000000000
1121,2009,1,Zacatecas,Mujeres,15012,175676,8.5452765320000000000000
1123,2009,2,Nacional,Mujeres,2507990,16831830,14.900281190000000000000
1125,2009,2,Aguascalientes,Mujeres,27898,165083,16.899377890000000000000
1127,2009,2,Baja California,Mujeres,105587,512552,20.600251290000000000000
1129,2009,2,Baja California Sur,Mujeres,4457,103881,4.2904862290000000000000
1131,2009,2,Campeche,Mujeres,14086,120151,11.723581160000000000000
1133,2009,2,Coahuila,Mujeres,54910,385016,14.261744970000000000000
1135,2009,2,Colima,Mujeres,10093,119042,8.4785201860000000000000
1137,2009,2,Chiapas,Mujeres,58728,522042,11.249669570000000000000
1139,2009,2,Chihuahua,Mujeres,86269,465266,18.541866370000000000000
1141,2009,2,Ciudad de M xico,Mujeres,156554,1710841,9.1507042440000000000000
1143,2009,2,Durango,Mujeres,23398,197352,11.855973080000000000000
1145,2009,2,Guanajuato,Mujeres,172397,801089,21.520330450000000000000
1147,2009,2,Guerrero,Mujeres,74914,530530,14.120596380000000000000
1149,2009,2,Hidalgo,Mujeres,55594,348931,15.93266290000000000000
1151,2009,2,Jalisco,Mujeres,193917,1162551,16.680300480000000000000
1153,2009,2,M xico,Mujeres,344688,2186908,15.761431210000000000000
1155,2009,2,Michoac n,Mujeres,69459,642350,10.81326380000000000000
1157,2009,2,Morelos,Mujeres,36011,311747,11.551354140000000000000
1159,2009,2,Nayarit,Mujeres,17831,187067,9.5318789520000000000000
1161,2009,2,Nuevo Le n,Mujeres,112693,730081,15.435684530000000000000
1163,2009,2,Oaxaca,Mujeres,116992,598096,19.560739410000000000000
1165,2009,2,Puebla,Mujeres,173701,833000,20.852460980000000000000
1167,2009,2,Quer taro,Mujeres,44327,261660,16.940686390000000000000
1169,2009,2,Quintana Roo,Mujeres,14514,237507,6.1109777820000000000000
1171,2009,2,San Luis Potos ,Mujeres,52409,366174,14.312594560000000000000
1173,2009,2,Sinaloa,Mujeres,49969,413884,12.073189590000000000000
1175,2009,2,Sonora,Mujeres,84899,395670,21.457022270000000000000
1177,2009,2,Tabasco,Mujeres,22400,279283,8.0205383070000000000000
1179,2009,2,Tamaulipas,Mujeres,78015,519914,15.005366270000000000000
1181,2009,2,Tlaxcala,Mujeres,41488,182867,22.6875270000000000000
1183,2009,2,Veracruz,Mujeres,115711,1003343,11.53254670000000000000
1185,2009,2,Yucat n,Mujeres,74898,337665,22.181155880000000000000
1187,2009,2,Zacatecas,Mujeres,19183,200287,9.577755920000000000000
1189,2009,3,Nacional,Mujeres,2605551,17391106,14.982089120000000000000
1191,2009,3,Aguascalientes,Mujeres,26573,170920,15.547039550000000000000
1193,2009,3,Baja California,Mujeres,107677,505503,21.300961620000000000000
1195,2009,3,Baja California Sur,Mujeres,5696,98332,5.7926209170000000000000
1197,2009,3,Campeche,Mujeres,15647,122655,12.756919820000000000000
1199,2009,3,Coahuila,Mujeres,56994,394694,14.440047230000000000000
1201,2009,3,Colima,Mujeres,11193,122296,9.1523843790000000000000
1203,2009,3,Chiapas,Mujeres,60909,538458,11.311745760000000000000
1205,2009,3,Chihuahua,Mujeres,84623,467447,18.103228820000000000000
1207,2009,3,Ciudad de M xico,Mujeres,165226,1726878,9.5679023070000000000000
1209,2009,3,Durango,Mujeres,23967,193795,12.367192140000000000000
1211,2009,3,Guanajuato,Mujeres,181866,850510,21.38317010000000000000
1213,2009,3,Guerrero,Mujeres,85197,600062,14.198032870000000000000
1215,2009,3,Hidalgo,Mujeres,73971,368422,20.077791230000000000000
1217,2009,3,Jalisco,Mujeres,186630,1217839,15.324685780000000000000
1219,2009,3,M xico,Mujeres,346604,2254336,15.37499290000000000000
1221,2009,3,Michoac n,Mujeres,72575,688632,10.539010680000000000000
1223,2009,3,Morelos,Mujeres,31991,305760,10.462781270000000000000
1225,2009,3,Nayarit,Mujeres,16924,184599,9.1679803250000000000000
1227,2009,3,Nuevo Le n,Mujeres,114626,740170,15.48644230000000000000
1229,2009,3,Oaxaca,Mujeres,134557,647720,20.773945530000000000000
1231,2009,3,Puebla,Mujeres,190580,911429,20.910021520000000000000
1233,2009,3,Quer taro,Mujeres,46874,262845,17.833323820000000000000
1235,2009,3,Quintana Roo,Mujeres,13685,231878,5.9018104350000000000000
1237,2009,3,San Luis Potos ,Mujeres,53913,353534,15.249735530000000000000
1239,2009,3,Sinaloa,Mujeres,54770,437388,12.522062790000000000000
1241,2009,3,Sonora,Mujeres,84426,405430,20.823816690000000000000
1243,2009,3,Tabasco,Mujeres,26393,296422,8.9038600370000000000000
1245,2009,3,Tamaulipas,Mujeres,74652,513308,14.543315120000000000000
1247,2009,3,Tlaxcala,Mujeres,45558,176241,25.849830630000000000000
1249,2009,3,Veracruz,Mujeres,113875,1054574,10.798199080000000000000
1251,2009,3,Yucat n,Mujeres,78194,341577,22.892056550000000000000
1253,2009,3,Zacatecas,Mujeres,19185,207452,9.2479224110000000000000
1255,2009,4,Nacional,Mujeres,2638406,17594013,14.996044390000000000000
1257,2009,4,Aguascalientes,Mujeres,30851,175283,17.600680040000000000000
1259,2009,4,Baja California,Mujeres,99344,498263,19.938064840000000000000
1261,2009,4,Baja California Sur,Mujeres,6758,99889,6.7655097160000000000000
1263,2009,4,Campeche,Mujeres,17957,128691,13.953578730000000000000
1265,2009,4,Coahuila,Mujeres,67154,408713,16.430600450000000000000
1267,2009,4,Colima,Mujeres,10129,116618,8.6856231460000000000000
1269,2009,4,Chiapas,Mujeres,53909,559598,9.6335226360000000000000
1271,2009,4,Chihuahua,Mujeres,104260,471635,22.106077790000000000000
1273,2009,4,Ciudad de M xico,Mujeres,178493,1702524,10.484022550000000000000
1275,2009,4,Durango,Mujeres,22973,199263,11.528984310000000000000
1277,2009,4,Guanajuato,Mujeres,185967,852981,21.802009660000000000000
1279,2009,4,Guerrero,Mujeres,76873,561347,13.694381550000000000000
1281,2009,4,Hidalgo,Mujeres,66759,361538,18.465278890000000000000
1283,2009,4,Jalisco,Mujeres,202269,1267257,15.961166520000000000000
1285,2009,4,M xico,Mujeres,377537,2341109,16.126417010000000000000
1287,2009,4,Michoac n,Mujeres,75196,662304,11.35369860000000000000
1289,2009,4,Morelos,Mujeres,31176,308236,10.114327980000000000000
1291,2009,4,Nayarit,Mujeres,15399,188186,8.1828616370000000000000
1293,2009,4,Nuevo Le n,Mujeres,107226,757713,14.151268360000000000000
1295,2009,4,Oaxaca,Mujeres,129747,628002,20.660284520000000000000
1297,2009,4,Puebla,Mujeres,174942,933579,18.738853380000000000000
1299,2009,4,Quer taro,Mujeres,50103,253439,19.769254140000000000000
1301,2009,4,Quintana Roo,Mujeres,15236,239423,6.3636325670000000000000
1303,2009,4,San Luis Potos ,Mujeres,59993,364003,16.481457570000000000000
1305,2009,4,Sinaloa,Mujeres,52691,471647,11.171702570000000000000
1307,2009,4,Sonora,Mujeres,97131,425679,22.817897990000000000000
1309,2009,4,Tabasco,Mujeres,15441,288847,5.345736670000000000000
1311,2009,4,Tamaulipas,Mujeres,79191,512755,15.4442180000000000000
1313,2009,4,Tlaxcala,Mujeres,46312,177739,26.056183510000000000000
1315,2009,4,Veracruz,Mujeres,92274,1072818,8.6010861120000000000000
1317,2009,4,Yucat n,Mujeres,76459,358107,21.350881160000000000000
1319,2009,4,Zacatecas,Mujeres,18656,206827,9.0200989230000000000000
1321,2010,1,Nacional,Mujeres,2580136,17103008,15.085860920000000000000
1323,2010,1,Aguascalientes,Mujeres,30999,173151,17.90287090000000000000
1325,2010,1,Baja California,Mujeres,101521,494120,20.545818830000000000000
1327,2010,1,Baja California Sur,Mujeres,6270,104331,6.0097190670000000000000
1329,2010,1,Campeche,Mujeres,16875,123482,13.665959410000000000000
1331,2010,1,Coahuila,Mujeres,66704,398505,16.738560370000000000000
1333,2010,1,Colima,Mujeres,10060,120472,8.350488080000000000000
1335,2010,1,Chiapas,Mujeres,64489,543494,11.865632370000000000000
1337,2010,1,Chihuahua,Mujeres,101543,440977,23.026824530000000000000
1339,2010,1,Ciudad de M xico,Mujeres,164724,1696908,9.707302930000000000000
1341,2010,1,Durango,Mujeres,24916,204883,12.161087060000000000000
1343,2010,1,Guanajuato,Mujeres,183168,825632,22.185186620000000000000
1345,2010,1,Guerrero,Mujeres,91157,536611,16.987538460000000000000
1347,2010,1,Hidalgo,Mujeres,56862,355541,15.993092220000000000000
1349,2010,1,Jalisco,Mujeres,208049,1224705,16.987682750000000000000
1351,2010,1,M xico,Mujeres,341799,2234433,15.296900820000000000000
1353,2010,1,Michoac n,Mujeres,68674,624339,10.999473040000000000000
1355,2010,1,Morelos,Mujeres,35717,303017,11.787127450000000000000
1357,2010,1,Nayarit,Mujeres,16607,183794,9.0356594880000000000000
1359,2010,1,Nuevo Le n,Mujeres,112769,750788,15.020085560000000000000
1361,2010,1,Oaxaca,Mujeres,134597,605544,22.227451680000000000000
1363,2010,1,Puebla,Mujeres,157526,879210,17.916766190000000000000
1365,2010,1,Quer taro,Mujeres,47225,247468,19.083275410000000000000
1367,2010,1,Quintana Roo,Mujeres,15021,243099,6.1789641260000000000000
1369,2010,1,San Luis Potos ,Mujeres,50548,344673,14.665494540000000000000
1371,2010,1,Sinaloa,Mujeres,49907,467365,10.678377710000000000000
1373,2010,1,Sonora,Mujeres,83489,399898,20.877573780000000000000
1375,2010,1,Tabasco,Mujeres,16737,291138,5.7488201470000000000000
1377,2010,1,Tamaulipas,Mujeres,85776,507688,16.895416080000000000000
1379,2010,1,Tlaxcala,Mujeres,44440,174421,25.478583430000000000000
1381,2010,1,Veracruz,Mujeres,97795,1054811,9.2713291770000000000000
1383,2010,1,Yucat n,Mujeres,75110,361178,20.795840280000000000000
1385,2010,1,Zacatecas,Mujeres,19062,187332,10.175517260000000000000
1387,2010,2,Nacional,Mujeres,2572927,17540414,14.668564840000000000000
1389,2010,2,Aguascalientes,Mujeres,30430,183436,16.588892040000000000000
1391,2010,2,Baja California,Mujeres,106419,511204,20.817325370000000000000
1393,2010,2,Baja California Sur,Mujeres,7434,106093,7.0070598440000000000000
1395,2010,2,Campeche,Mujeres,16090,122996,13.081726230000000000000
1397,2010,2,Coahuila,Mujeres,65599,396152,16.559048040000000000000
1399,2010,2,Colima,Mujeres,9194,124315,7.3957285930000000000000
1401,2010,2,Chiapas,Mujeres,60501,557636,10.84955060000000000000
1403,2010,2,Chihuahua,Mujeres,109903,478804,22.953651180000000000000
1405,2010,2,Ciudad de M xico,Mujeres,184051,1720326,10.698611770000000000000
1407,2010,2,Durango,Mujeres,25298,202654,12.4833460000000000000
1409,2010,2,Guanajuato,Mujeres,176101,842632,20.898921470000000000000
1411,2010,2,Guerrero,Mujeres,94482,570901,16.549629450000000000000
1413,2010,2,Hidalgo,Mujeres,60627,392735,15.437126820000000000000
1415,2010,2,Jalisco,Mujeres,176805,1215018,14.551636270000000000000
1417,2010,2,M xico,Mujeres,338159,2309915,14.639456430000000000000
1419,2010,2,Michoac n,Mujeres,78690,638862,12.317214050000000000000
1421,2010,2,Morelos,Mujeres,30581,303045,10.091240570000000000000
1423,2010,2,Nayarit,Mujeres,19997,190705,10.48582890000000000000
1425,2010,2,Nuevo Le n,Mujeres,118537,766169,15.471390780000000000000
1427,2010,2,Oaxaca,Mujeres,120330,624852,19.257360140000000000000
1429,2010,2,Puebla,Mujeres,147593,921779,16.011755530000000000000
1431,2010,2,Quer taro,Mujeres,49454,268696,18.405186530000000000000
1433,2010,2,Quintana Roo,Mujeres,18041,249613,7.2275883070000000000000
1435,2010,2,San Luis Potos ,Mujeres,61691,363692,16.962429750000000000000
1437,2010,2,Sinaloa,Mujeres,46439,461682,10.058655090000000000000
1439,2010,2,Sonora,Mujeres,85947,419221,20.501597010000000000000
1441,2010,2,Tabasco,Mujeres,17943,291244,6.1608136130000000000000
1443,2010,2,Tamaulipas,Mujeres,78941,478412,16.500631260000000000000
1445,2010,2,Tlaxcala,Mujeres,44238,180513,24.506822220000000000000
1447,2010,2,Veracruz,Mujeres,96761,1101109,8.7875950520000000000000
1449,2010,2,Yucat n,Mujeres,75460,353989,21.317046570000000000000
1451,2010,2,Zacatecas,Mujeres,21191,192014,11.036174450000000000000
1453,2010,3,Nacional,Mujeres,2684960,17469831,15.369124060000000000000
1455,2010,3,Aguascalientes,Mujeres,30880,183712,16.808918310000000000000
1457,2010,3,Baja California,Mujeres,101079,489946,20.630640930000000000000
1459,2010,3,Baja California Sur,Mujeres,7292,108457,6.7234019010000000000000
1461,2010,3,Campeche,Mujeres,16148,124887,12.93008880000000000000
1463,2010,3,Coahuila,Mujeres,61589,393639,15.646061490000000000000
1465,2010,3,Colima,Mujeres,10067,125351,8.0310488150000000000000
1467,2010,3,Chiapas,Mujeres,76124,541251,14.064454380000000000000
1469,2010,3,Chihuahua,Mujeres,101788,455028,22.369612420000000000000
1471,2010,3,Ciudad de M xico,Mujeres,191541,1723404,11.114109050000000000000
1473,2010,3,Durango,Mujeres,23303,205398,11.345290610000000000000
1475,2010,3,Guanajuato,Mujeres,185620,868929,21.361929460000000000000
1477,2010,3,Guerrero,Mujeres,96140,563537,17.060104310000000000000
1479,2010,3,Hidalgo,Mujeres,68028,365897,18.592117450000000000000
1481,2010,3,Jalisco,Mujeres,192895,1258004,15.333417060000000000000
1483,2010,3,M xico,Mujeres,354812,2330107,15.227283550000000000000
1485,2010,3,Michoac n,Mujeres,73778,641859,11.494424790000000000000
1487,2010,3,Morelos,Mujeres,30775,296336,10.385170890000000000000
1489,2010,3,Nayarit,Mujeres,17889,184918,9.6740176730000000000000
1491,2010,3,Nuevo Le n,Mujeres,118652,756434,15.685704240000000000000
1493,2010,3,Oaxaca,Mujeres,117878,624116,18.887194050000000000000
1495,2010,3,Puebla,Mujeres,188734,945313,19.965239030000000000000
1497,2010,3,Quer taro,Mujeres,55911,270750,20.650415510000000000000
1499,2010,3,Quintana Roo,Mujeres,13866,245302,5.6526241120000000000000
1501,2010,3,San Luis Potos ,Mujeres,60279,362337,16.63617020000000000000
1503,2010,3,Sinaloa,Mujeres,43581,437298,9.9659728610000000000000
1505,2010,3,Sonora,Mujeres,82409,397408,20.736623320000000000000
1507,2010,3,Tabasco,Mujeres,22477,273065,8.2313734830000000000000
1509,2010,3,Tamaulipas,Mujeres,89233,495643,18.003482350000000000000
1511,2010,3,Tlaxcala,Mujeres,47304,181894,26.006355350000000000000
1513,2010,3,Veracruz,Mujeres,103279,1058447,9.7575976880000000000000
1515,2010,3,Yucat n,Mujeres,79474,358858,22.14636430000000000000
1517,2010,3,Zacatecas,Mujeres,22135,202306,10.941346280000000000000
1519,2010,4,Nacional,Mujeres,2604038,17143259,15.189865590000000000000
1521,2010,4,Aguascalientes,Mujeres,31813,175816,18.094485140000000000000
1523,2010,4,Baja California,Mujeres,99277,512743,19.361941560000000000000
1525,2010,4,Baja California Sur,Mujeres,8355,110071,7.5905551870000000000000
1527,2010,4,Campeche,Mujeres,16809,128589,13.071880180000000000000
1529,2010,4,Coahuila,Mujeres,64629,392848,16.451401050000000000000
1531,2010,4,Colima,Mujeres,9499,125432,7.5730276170000000000000
1533,2010,4,Chiapas,Mujeres,57661,516258,11.169027890000000000000
1535,2010,4,Chihuahua,Mujeres,109288,450660,24.25065460000000000000
1537,2010,4,Ciudad de M xico,Mujeres,172639,1740268,9.9202536620000000000000
