Entidad_Federativa,Periodo,Trimestre,Sexo,Poblacion_ocupada_en_la_industria_manufacturera,Poblaci n_ocupada,Tasa_de_ocupaci n_en_la_industria_manufacturera
Durango,2016,2,Mujeres,36793,282261,13.035098720000000000000
Guanajuato,2016,2,Mujeres,196801,983888,20.002378320000000000000
Guerrero,2016,2,Mujeres,76443,550088,13.896503830000000000000
Hidalgo,2016,2,Mujeres,67228,456516,14.726318460000000000000
Jalisco,2016,2,Mujeres,244698,1367088,17.899213510000000000000
M xico,2016,2,Mujeres,413880,2743635,15.085096960000000000000
Michoac n,2016,2,Mujeres,107134,726497,14.746654150000000000000
Morelos,2016,2,Mujeres,36002,315491,11.411419030000000000000
Nayarit,2016,2,Mujeres,21672,227725,9.5167416840000000000000
Nuevo Le n,2016,2,Mujeres,161771,864982,18.702238890000000000000
Oaxaca,2016,2,Mujeres,112187,671366,16.710259380000000000000
Puebla,2016,2,Mujeres,173448,995900,17.416206450000000000000
Quer taro,2016,2,Mujeres,63120,285595,22.101227260000000000000
Quintana Roo,2016,2,Mujeres,13290,299430,4.4384330230000000000000
San Luis Potos ,2016,2,Mujeres,70001,438819,15.952135160000000000000
Sinaloa,2016,2,Mujeres,50774,499741,10.160062910000000000000
Sonora,2016,2,Mujeres,108893,541276,20.117832680000000000000
Tabasco,2016,2,Mujeres,29649,336694,8.8059187270000000000000
Tamaulipas,2016,2,Mujeres,129652,627478,20.662397730000000000000
Tlaxcala,2016,2,Mujeres,60810,223743,27.178503910000000000000
Veracruz,2016,2,Mujeres,95024,991341,9.5853999780000000000000
Yucat n,2016,2,Mujeres,85091,401362,21.200562090000000000000
Zacatecas,2016,2,Mujeres,24989,214936,11.626251540000000000000
Nacional,2016,3,Mujeres,3194024,19924467,16.03066220000000000000
Aguascalientes,2016,3,Mujeres,42064,215084,19.557010280000000000000
Baja California,2016,3,Mujeres,155739,614871,25.328727490000000000000
Baja California Sur,2016,3,Mujeres,11383,140890,8.0793526860000000000000
Campeche,2016,3,Mujeres,16416,142428,11.525823570000000000000
Coahuila,2016,3,Mujeres,98010,472928,20.724084850000000000000
Colima,2016,3,Mujeres,10983,144868,7.5813844330000000000000
Chiapas,2016,3,Mujeres,79372,598378,13.26452510000000000000
Chihuahua,2016,3,Mujeres,187581,609542,30.77408940000000000000
Ciudad de M xico,2016,3,Mujeres,169019,1816069,9.3068600370000000000000
Durango,2016,3,Mujeres,36936,278844,13.246116110000000000000
Guanajuato,2016,3,Mujeres,206081,1004789,20.509878190000000000000
Guerrero,2016,3,Mujeres,65512,565093,11.5931360000000000000
Hidalgo,2016,3,Mujeres,74887,468457,15.985885580000000000000
Jalisco,2016,3,Mujeres,234549,1382199,16.969264190000000000000
M xico,2016,3,Mujeres,407047,2753528,14.782744170000000000000
Michoac n,2016,3,Mujeres,89453,716957,12.476759420000000000000
Morelos,2016,3,Mujeres,38272,327595,11.682717990000000000000
Nayarit,2016,3,Mujeres,18385,225936,8.1372601090000000000000
Nuevo Le n,2016,3,Mujeres,153303,859491,17.836486940000000000000
Oaxaca,2016,3,Mujeres,144479,665213,21.719208730000000000000
Puebla,2016,3,Mujeres,195897,1062227,18.442103240000000000000
Quer taro,2016,3,Mujeres,56566,294146,19.230586170000000000000
Quintana Roo,2016,3,Mujeres,19524,303450,6.4340088980000000000000
San Luis Potos ,2016,3,Mujeres,70881,441715,16.046772240000000000000
Sinaloa,2016,3,Mujeres,63043,512479,12.301577240000000000000
Sonora,2016,3,Mujeres,112489,518432,21.69792760000000000000
Tabasco,2016,3,Mujeres,28570,314446,9.0858207770000000000000
Tamaulipas,2016,3,Mujeres,142143,627117,22.666105370000000000000
Tlaxcala,2016,3,Mujeres,58972,218520,26.987003480000000000000
Veracruz,2016,3,Mujeres,94119,1015978,9.2638816980000000000000
Yucat n,2016,3,Mujeres,85935,397562,21.615496450000000000000
Zacatecas,2016,3,Mujeres,26414,215235,12.272167630000000000000
Nacional,2016,4,Mujeres,3185307,19907543,16.000502920000000000000
Aguascalientes,2016,4,Mujeres,41445,214972,19.2792550000000000000
Baja California,2016,4,Mujeres,160411,633500,25.321389110000000000000
Baja California Sur,2016,4,Mujeres,12884,143289,8.9916183380000000000000
Campeche,2016,4,Mujeres,14535,140434,10.350057680000000000000
Coahuila,2016,4,Mujeres,112856,478648,23.578078250000000000000
Colima,2016,4,Mujeres,10492,144522,7.2597943570000000000000
Chiapas,2016,4,Mujeres,85316,538766,15.835446190000000000000
Chihuahua,2016,4,Mujeres,198356,612118,32.404863110000000000000
Ciudad de M xico,2016,4,Mujeres,157606,1783953,8.8346497920000000000000
Durango,2016,4,Mujeres,37659,280623,13.419783840000000000000
Guanajuato,2016,4,Mujeres,196445,984242,19.959014140000000000000
Guerrero,2016,4,Mujeres,52070,516686,10.077687420000000000000
Hidalgo,2016,4,Mujeres,72206,459178,15.725056510000000000000
Jalisco,2016,4,Mujeres,238221,1408458,16.913603390000000000000
M xico,2016,4,Mujeres,418669,2751069,15.218411460000000000000
Michoac n,2016,4,Mujeres,88257,729116,12.104658240000000000000
Morelos,2016,4,Mujeres,38106,319498,11.926835220000000000000
Nayarit,2016,4,Mujeres,19634,230743,8.509033860000000000000
Nuevo Le n,2016,4,Mujeres,171991,872586,19.710492720000000000000
Oaxaca,2016,4,Mujeres,130061,675479,19.254632640000000000000
Puebla,2016,4,Mujeres,186187,1046972,17.783379120000000000000
Quer taro,2016,4,Mujeres,59559,293210,20.312745130000000000000
Quintana Roo,2016,4,Mujeres,17877,294893,6.0621988310000000000000
San Luis Potos ,2016,4,Mujeres,76839,436198,17.61562410000000000000
Sinaloa,2016,4,Mujeres,56387,528635,10.666527940000000000000
Sonora,2016,4,Mujeres,107499,531972,20.207642510000000000000
Tabasco,2016,4,Mujeres,26927,334965,8.0387503170000000000000
Tamaulipas,2016,4,Mujeres,133651,630148,21.20946190000000000000
Tlaxcala,2016,4,Mujeres,58260,221274,26.329347330000000000000
Veracruz,2016,4,Mujeres,93533,1034328,9.0428761480000000000000
Yucat n,2016,4,Mujeres,85898,413736,20.761548430000000000000
Zacatecas,2016,4,Mujeres,25470,223332,11.40454570000000000000
Nacional,2017,1,Mujeres,3203861,19726958,16.241029150000000000000
Aguascalientes,2017,1,Mujeres,41127,208978,19.680062020000000000000
Baja California,2017,1,Mujeres,157281,615573,25.55034090000000000000
Baja California Sur,2017,1,Mujeres,9963,142871,6.9734235780000000000000
Campeche,2017,1,Mujeres,14467,141301,10.238427190000000000000
Coahuila,2017,1,Mujeres,108838,476705,22.831310770000000000000
Colima,2017,1,Mujeres,13224,153035,8.6411605190000000000000
Chiapas,2017,1,Mujeres,96376,582306,16.550748230000000000000
Chihuahua,2017,1,Mujeres,207777,588566,35.302243080000000000000
Ciudad de M xico,2017,1,Mujeres,179016,1809852,9.8911955230000000000000
Durango,2017,1,Mujeres,41628,264987,15.70944990000000000000
Guanajuato,2017,1,Mujeres,210551,962198,21.88229450000000000000
Guerrero,2017,1,Mujeres,56301,559783,10.057647340000000000000
Hidalgo,2017,1,Mujeres,72962,421961,17.291171460000000000000
Jalisco,2017,1,Mujeres,234344,1436951,16.30841970000000000000
M xico,2017,1,Mujeres,405240,2670942,15.172175210000000000000
Michoac n,2017,1,Mujeres,74134,706092,10.49919840000000000000
Morelos,2017,1,Mujeres,34235,320976,10.665906490000000000000
Nayarit,2017,1,Mujeres,17964,227792,7.8861417430000000000000
Nuevo Le n,2017,1,Mujeres,162566,855041,19.012655530000000000000
Oaxaca,2017,1,Mujeres,140989,650027,21.689714430000000000000
Puebla,2017,1,Mujeres,195201,1049580,18.598010630000000000000
Quer taro,2017,1,Mujeres,60116,299788,20.052837340000000000000
Quintana Roo,2017,1,Mujeres,16013,288674,5.5470877180000000000000
San Luis Potos ,2017,1,Mujeres,70930,419587,16.904718210000000000000
Sinaloa,2017,1,Mujeres,62673,516852,12.125908380000000000000
Sonora,2017,1,Mujeres,113959,534931,21.303495220000000000000
Tabasco,2017,1,Mujeres,23286,305973,7.6104754340000000000000
Tamaulipas,2017,1,Mujeres,128390,601495,21.345148340000000000000
Tlaxcala,2017,1,Mujeres,54956,222107,24.743029260000000000000
Veracruz,2017,1,Mujeres,76456,1060559,7.2090284460000000000000
Yucat n,2017,1,Mujeres,94105,419528,22.431160730000000000000
Zacatecas,2017,1,Mujeres,28793,211947,13.5850000000000000
Nacional,2017,2,Mujeres,3211617,19868078,16.164709040000000000000
Aguascalientes,2017,2,Mujeres,41746,215595,19.363157770000000000000
Baja California,2017,2,Mujeres,152042,651404,23.34066110000000000000
Baja California Sur,2017,2,Mujeres,11554,145653,7.9325520240000000000000
Campeche,2017,2,Mujeres,16185,150386,10.7623050000000000000
Coahuila,2017,2,Mujeres,125190,481975,25.974376260000000000000
Colima,2017,2,Mujeres,12305,150265,8.1888663360000000000000
Chiapas,2017,2,Mujeres,73455,509143,14.42718450000000000000
Chihuahua,2017,2,Mujeres,208720,613770,34.006223830000000000000
Ciudad de M xico,2017,2,Mujeres,167450,1800332,9.3010622490000000000000
Durango,2017,2,Mujeres,39123,276047,14.172586550000000000000
Guanajuato,2017,2,Mujeres,198816,916541,21.691991960000000000000
Guerrero,2017,2,Mujeres,63254,565374,11.187992370000000000000
Hidalgo,2017,2,Mujeres,82467,434471,18.981013690000000000000
Jalisco,2017,2,Mujeres,215841,1411974,15.286471280000000000000
M xico,2017,2,Mujeres,408694,2755929,14.829627320000000000000
Michoac n,2017,2,Mujeres,76532,699861,10.93531430000000000000
Morelos,2017,2,Mujeres,36977,315740,11.711218090000000000000
Nayarit,2017,2,Mujeres,16949,224375,7.5538718660000000000000
Nuevo Le n,2017,2,Mujeres,157875,851384,18.54333650000000000000
Oaxaca,2017,2,Mujeres,142880,658043,21.712866790000000000000
Puebla,2017,2,Mujeres,210219,1093550,19.223538020000000000000
Quer taro,2017,2,Mujeres,55815,288510,19.345949880000000000000
Quintana Roo,2017,2,Mujeres,18115,299022,6.0580826830000000000000
San Luis Potos ,2017,2,Mujeres,75026,442017,16.973555320000000000000
Sinaloa,2017,2,Mujeres,65309,534642,12.215463810000000000000
Sonora,2017,2,Mujeres,110495,533482,20.712039020000000000000
Tabasco,2017,2,Mujeres,32138,313551,10.249688250000000000000
Tamaulipas,2017,2,Mujeres,122153,613961,19.895889150000000000000
Tlaxcala,2017,2,Mujeres,56309,219154,25.693804360000000000000
Veracruz,2017,2,Mujeres,87784,1053960,8.3289688410000000000000
Yucat n,2017,2,Mujeres,100433,417002,24.084536760000000000000
Zacatecas,2017,2,Mujeres,29766,230965,12.887666960000000000000
Nacional,2017,3,Mujeres,3295318,19872313,16.582458220000000000000
Aguascalientes,2017,3,Mujeres,43123,209551,20.578761260000000000000
Baja California,2017,3,Mujeres,165875,645279,25.705934950000000000000
Baja California Sur,2017,3,Mujeres,10445,142951,7.3066994980000000000000
Campeche,2017,3,Mujeres,17345,152220,11.394691890000000000000
Coahuila,2017,3,Mujeres,120376,467433,25.752567750000000000000
Colima,2017,3,Mujeres,13710,147426,9.2995808070000000000000
Chiapas,2017,3,Mujeres,75463,526351,14.337010850000000000000
Chihuahua,2017,3,Mujeres,215922,610445,35.371245570000000000000
Ciudad de M xico,2017,3,Mujeres,195918,1873002,10.460106290000000000000
Durango,2017,3,Mujeres,40550,282740,14.341798120000000000000
Guanajuato,2017,3,Mujeres,199343,934632,21.328501490000000000000
Guerrero,2017,3,Mujeres,66721,533506,12.506138640000000000000
Hidalgo,2017,3,Mujeres,84382,447416,18.859853020000000000000
Jalisco,2017,3,Mujeres,247671,1448952,17.093112820000000000000
M xico,2017,3,Mujeres,428784,2807947,15.270373690000000000000
Michoac n,2017,3,Mujeres,69073,699430,9.8756129990000000000000
Morelos,2017,3,Mujeres,36660,305570,11.997251040000000000000
Nayarit,2017,3,Mujeres,25220,228942,11.015890490000000000000
Nuevo Le n,2017,3,Mujeres,165927,849627,19.529393490000000000000
Oaxaca,2017,3,Mujeres,146482,666945,21.963130390000000000000
Puebla,2017,3,Mujeres,190933,1020172,18.715765580000000000000
Quer taro,2017,3,Mujeres,58537,291498,20.081441380000000000000
Quintana Roo,2017,3,Mujeres,19811,302189,6.5558309530000000000000
San Luis Potos ,2017,3,Mujeres,83142,430861,19.296710540000000000000
Sinaloa,2017,3,Mujeres,66271,517209,12.813195440000000000000
Sonora,2017,3,Mujeres,112233,523595,21.435078640000000000000
Tabasco,2017,3,Mujeres,30878,321319,9.6097647510000000000000
Tamaulipas,2017,3,Mujeres,121757,616724,19.742542860000000000000
Tlaxcala,2017,3,Mujeres,62523,224249,27.881060790000000000000
Veracruz,2017,3,Mujeres,62020,1026390,6.0425374370000000000000
Yucat n,2017,3,Mujeres,91489,401438,22.79031880000000000000
Zacatecas,2017,3,Mujeres,26734,216304,12.359457060000000000000
Nacional,2017,4,Mujeres,3306497,20182970,16.38260870000000000000
Aguascalientes,2017,4,Mujeres,44877,210959,21.272853970000000000000
Baja California,2017,4,Mujeres,155548,640915,24.269676950000000000000
Baja California Sur,2017,4,Mujeres,8839,148360,5.9578053380000000000000
Campeche,2017,4,Mujeres,16445,152030,10.816944020000000000000
Coahuila,2017,4,Mujeres,122259,468392,26.101854860000000000000
Colima,2017,4,Mujeres,16022,154557,10.366402040000000000000
Chiapas,2017,4,Mujeres,68187,505445,13.490488580000000000000
Chihuahua,2017,4,Mujeres,210918,636823,33.120348980000000000000
Ciudad de M xico,2017,4,Mujeres,160258,1885149,8.5010786950000000000000
Durango,2017,4,Mujeres,44381,283267,15.66755040000000000000
Guanajuato,2017,4,Mujeres,211645,956992,22.115649870000000000000
Guerrero,2017,4,Mujeres,72482,564414,12.841991870000000000000
Hidalgo,2017,4,Mujeres,72025,451488,15.952804950000000000000
Jalisco,2017,4,Mujeres,244719,1451541,16.85925510000000000000
M xico,2017,4,Mujeres,478086,2870963,16.652461210000000000000
Michoac n,2017,4,Mujeres,92885,719936,12.901841270000000000000
Morelos,2017,4,Mujeres,32514,320270,10.15205920000000000000
Nayarit,2017,4,Mujeres,22591,237266,9.5213810660000000000000
Nuevo Le n,2017,4,Mujeres,155562,887201,17.534019910000000000000
Oaxaca,2017,4,Mujeres,125915,642047,19.611492620000000000000
Puebla,2017,4,Mujeres,216432,1087312,19.905234190000000000000
Quer taro,2017,4,Mujeres,54571,297620,18.335797330000000000000
Quintana Roo,2017,4,Mujeres,19994,299356,6.6790042620000000000000
San Luis Potos ,2017,4,Mujeres,84797,435486,19.471808510000000000000
Sinaloa,2017,4,Mujeres,55172,524511,10.518749850000000000000
Sonora,2017,4,Mujeres,115194,539849,21.338189010000000000000
Tabasco,2017,4,Mujeres,36022,311411,11.56734990000000000000
Tamaulipas,2017,4,Mujeres,116220,602729,19.282297680000000000000
Tlaxcala,2017,4,Mujeres,62677,222540,28.164374940000000000000
Veracruz,2017,4,Mujeres,70477,1036980,6.7963702290000000000000
Yucat n,2017,4,Mujeres,90734,410888,22.082416620000000000000
Zacatecas,2017,4,Mujeres,28049,226273,12.396087910000000000000
Nacional,2018,1,Mujeres,3283975,20100506,16.337772790000000000000
Aguascalientes,2018,1,Mujeres,44041,211011,20.871423760000000000000
Baja California,2018,1,Mujeres,159725,630233,25.343801420000000000000
Baja California Sur,2018,1,Mujeres,8311,155342,5.3501306790000000000000
Campeche,2018,1,Mujeres,18871,150505,12.538453870000000000000
Coahuila,2018,1,Mujeres,121991,486109,25.095400410000000000000
Colima,2018,1,Mujeres,16933,153216,11.051717840000000000000
Chiapas,2018,1,Mujeres,78328,557601,14.047320580000000000000
Chihuahua,2018,1,Mujeres,202871,625114,32.453440490000000000000
Ciudad de M xico,2018,1,Mujeres,173370,1910703,9.0736236870000000000000
Durango,2018,1,Mujeres,45216,277834,16.274466050000000000000
Guanajuato,2018,1,Mujeres,224555,937187,23.960532960000000000000
Guerrero,2018,1,Mujeres,84703,541526,15.641538910000000000000
Hidalgo,2018,1,Mujeres,70186,444311,15.796592930000000000000
Jalisco,2018,1,Mujeres,233602,1410664,16.559719390000000000000
M xico,2018,1,Mujeres,442784,2810078,15.757000340000000000000
Michoac n,2018,1,Mujeres,90668,732763,12.373441340000000000000
Morelos,2018,1,Mujeres,37905,324682,11.674499970000000000000
Nayarit,2018,1,Mujeres,21359,237637,8.9880784560000000000000
Nuevo Le n,2018,1,Mujeres,165772,871718,19.016700350000000000000
Oaxaca,2018,1,Mujeres,122871,634524,19.364279370000000000000
Puebla,2018,1,Mujeres,183086,1028359,17.803704740000000000000
Quer taro,2018,1,Mujeres,63669,318694,19.978098110000000000000
Quintana Roo,2018,1,Mujeres,15515,299885,5.1736498990000000000000
San Luis Potos ,2018,1,Mujeres,82733,413515,20.007254880000000000000
Sinaloa,2018,1,Mujeres,53412,555310,9.6184113380000000000000
Sonora,2018,1,Mujeres,113142,550493,20.55284990000000000000
Tabasco,2018,1,Mujeres,35991,311405,11.557617890000000000000
Tamaulipas,2018,1,Mujeres,123930,601383,20.607499710000000000000
Tlaxcala,2018,1,Mujeres,66231,222477,29.76981890000000000000
Veracruz,2018,1,Mujeres,67744,1067770,6.3444374720000000000000
Yucat n,2018,1,Mujeres,91091,417458,21.82039870000000000000
Zacatecas,2018,1,Mujeres,23369,210999,11.075407940000000000000
Nacional,2018,2,Mujeres,3365366,20666925,16.283825480000000000000
Aguascalientes,2018,2,Mujeres,47069,219143,21.478669180000000000000
Baja California,2018,2,Mujeres,161770,666342,24.277323060000000000000
Baja California Sur,2018,2,Mujeres,8917,159655,5.5851680190000000000000
Campeche,2018,2,Mujeres,20247,154746,13.084021560000000000000
Coahuila,2018,2,Mujeres,125727,500243,25.133185270000000000000
Colima,2018,2,Mujeres,15998,159475,10.031666410000000000000
Chiapas,2018,2,Mujeres,56576,494211,11.447741960000000000000
Chihuahua,2018,2,Mujeres,208712,667107,31.286135510000000000000
Ciudad de M xico,2018,2,Mujeres,186469,1930679,9.658208330000000000000
Durango,2018,2,Mujeres,46009,292440,15.732799890000000000000
Guanajuato,2018,2,Mujeres,240820,1006811,23.91908710000000000000
Guerrero,2018,2,Mujeres,82115,550506,14.916277030000000000000
Hidalgo,2018,2,Mujeres,66270,473337,14.000595770000000000000
Jalisco,2018,2,Mujeres,234121,1450251,16.143481370000000000000
M xico,2018,2,Mujeres,439981,2954769,14.890537970000000000000
Michoac n,2018,2,Mujeres,92793,737147,12.588126930000000000000
Morelos,2018,2,Mujeres,32104,319607,10.044836310000000000000
Nayarit,2018,2,Mujeres,22810,236292,9.6533103110000000000000
Nuevo Le n,2018,2,Mujeres,178559,927834,19.244714030000000000000
Oaxaca,2018,2,Mujeres,139292,661021,21.072250350000000000000
Puebla,2018,2,Mujeres,189701,1049065,18.082864260000000000000
Quer taro,2018,2,Mujeres,64398,313693,20.528988530000000000000
Quintana Roo,2018,2,Mujeres,18101,311672,5.8077081030000000000000
San Luis Potos ,2018,2,Mujeres,90002,438888,20.506826340000000000000
Sinaloa,2018,2,Mujeres,62019,534734,11.598102980000000000000
Sonora,2018,2,Mujeres,112079,553447,20.251080950000000000000
Tabasco,2018,2,Mujeres,29897,332779,8.9840404590000000000000
Tamaulipas,2018,2,Mujeres,132669,647323,20.495023350000000000000
Tlaxcala,2018,2,Mujeres,63461,226942,27.963532530000000000000
Veracruz,2018,2,Mujeres,77324,1046667,7.3876409590000000000000
Yucat n,2018,2,Mujeres,92732,424436,21.848288080000000000000
Zacatecas,2018,2,Mujeres,26624,225663,11.798123750000000000000
Nacional,2018,3,Mujeres,3387451,20599736,16.444147630000000000000
Aguascalientes,2018,3,Mujeres,46620,218545,21.331991120000000000000
Baja California,2018,3,Mujeres,168731,674094,25.030782060000000000000
Baja California Sur,2018,3,Mujeres,8225,161651,5.0881219420000000000000
Campeche,2018,3,Mujeres,17980,154202,11.660030350000000000000
Coahuila,2018,3,Mujeres,120078,480541,24.988086340000000000000
Colima,2018,3,Mujeres,15303,154340,9.9151224570000000000000
Chiapas,2018,3,Mujeres,52772,526744,10.018528920000000000000
Chihuahua,2018,3,Mujeres,209815,677979,30.947123730000000000000
Ciudad de M xico,2018,3,Mujeres,170122,1871356,9.090841080000000000000
Durango,2018,3,Mujeres,45752,279427,16.373507210000000000000
Guanajuato,2018,3,Mujeres,238098,950617,25.046680210000000000000
Guerrero,2018,3,Mujeres,76113,549791,13.843987990000000000000
Hidalgo,2018,3,Mujeres,79056,504937,15.656606670000000000000
Jalisco,2018,3,Mujeres,247584,1456940,16.993424570000000000000
M xico,2018,3,Mujeres,471494,2937957,16.048362860000000000000
Michoac n,2018,3,Mujeres,81613,715181,11.41151680000000000000
Morelos,2018,3,Mujeres,33712,316437,10.653621420000000000000
Nayarit,2018,3,Mujeres,27476,243398,11.288506890000000000000
Nuevo Le n,2018,3,Mujeres,161662,894666,18.069536560000000000000
Oaxaca,2018,3,Mujeres,146441,696255,21.032667630000000000000
Puebla,2018,3,Mujeres,188751,1083019,17.42822610000000000000
Quer taro,2018,3,Mujeres,68343,323322,21.137751220000000000000
Quintana Roo,2018,3,Mujeres,17452,318337,5.4822405190000000000000
San Luis Potos ,2018,3,Mujeres,91670,439818,20.842712210000000000000
Sinaloa,2018,3,Mujeres,66295,513552,12.909111440000000000000
Sonora,2018,3,Mujeres,110698,540815,20.4687370000000000000
Tabasco,2018,3,Mujeres,32924,329700,9.9860479220000000000000
Tamaulipas,2018,3,Mujeres,127445,623320,20.446159280000000000000
Tlaxcala,2018,3,Mujeres,67541,229979,29.368333630000000000000
Veracruz,2018,3,Mujeres,87033,1108795,7.8493319320000000000000
Yucat n,2018,3,Mujeres,81142,407422,19.915959370000000000000
Zacatecas,2018,3,Mujeres,29510,216599,13.624254960000000000000
Nacional,2018,4,Mujeres,3441630,20908056,16.46078430000000000000
Aguascalientes,2018,4,Mujeres,44129,216647,20.369079650000000000000
Baja California,2018,4,Mujeres,166650,684722,24.338344610000000000000
Baja California Sur,2018,4,Mujeres,9526,165086,5.770325770000000000000
Campeche,2018,4,Mujeres,19233,154430,12.454186360000000000000
Coahuila,2018,4,Mujeres,134698,519777,25.91457490000000000000
Colima,2018,4,Mujeres,15583,161254,9.6636362510000000000000
Chiapas,2018,4,Mujeres,51532,511678,10.071177580000000000000
Chihuahua,2018,4,Mujeres,215325,702943,30.63192890000000000000
Ciudad de M xico,2018,4,Mujeres,174609,1852772,9.4242033020000000000000
Durango,2018,4,Mujeres,47548,290743,16.353962090000000000000
Guanajuato,2018,4,Mujeres,265289,971026,27.320483690000000000000
Guerrero,2018,4,Mujeres,72751,605024,12.024481670000000000000
Hidalgo,2018,4,Mujeres,80364,499328,16.094430920000000000000
Jalisco,2018,4,Mujeres,234886,1459383,16.094883930000000000000
M xico,2018,4,Mujeres,451025,2938497,15.348833090000000000000
Michoac n,2018,4,Mujeres,69643,748277,9.3071148790000000000000
Morelos,2018,4,Mujeres,33434,310127,10.780744660000000000000
Nayarit,2018,4,Mujeres,24856,245016,10.144643620000000000000
Nuevo Le n,2018,4,Mujeres,167137,925633,18.056508360000000000000
Oaxaca,2018,4,Mujeres,172455,708240,24.349796680000000000000
Puebla,2018,4,Mujeres,200536,1111241,18.046130410000000000000
Quer taro,2018,4,Mujeres,60158,319247,18.843716620000000000000
Quintana Roo,2018,4,Mujeres,16580,320516,5.1729086850000000000000
San Luis Potos ,2018,4,Mujeres,88933,428397,20.759482440000000000000
Sinaloa,2018,4,Mujeres,60900,533006,11.425762560000000000000
Sonora,2018,4,Mujeres,113268,573446,19.752164980000000000000
Tabasco,2018,4,Mujeres,33556,344993,9.7265741620000000000000
Tamaulipas,2018,4,Mujeres,143767,625675,22.977903860000000000000
Tlaxcala,2018,4,Mujeres,65445,233102,28.075692190000000000000
Veracruz,2018,4,Mujeres,96089,1088038,8.8314011090000000000000
Yucat n,2018,4,Mujeres,82262,436665,18.838697860000000000000
Zacatecas,2018,4,Mujeres,29463,223127,13.204587520000000000000
Nacional,2019,1,Mujeres,3333636,20883061,15.963349430000000000000
Aguascalientes,2019,1,Mujeres,45735,217658,21.012322080000000000000
Baja California,2019,1,Mujeres,164267,673282,24.397949150000000000000
Baja California Sur,2019,1,Mujeres,7957,167660,4.745914350000000000000
Campeche,2019,1,Mujeres,18951,149329,12.690770040000000000000
Coahuila,2019,1,Mujeres,128045,498396,25.691418070000000000000
Colima,2019,1,Mujeres,14874,162119,9.174742010000000000000
Chiapas,2019,1,Mujeres,50851,544711,9.3354090520000000000000
Chihuahua,2019,1,Mujeres,186465,632128,29.497981420000000000000
Ciudad de M xico,2019,1,Mujeres,159687,1854443,8.6110492480000000000000
Durango,2019,1,Mujeres,49926,293920,16.986254760000000000000
Guanajuato,2019,1,Mujeres,256084,971563,26.357940760000000000000
Guerrero,2019,1,Mujeres,82526,591070,13.962136460000000000000
Hidalgo,2019,1,Mujeres,98867,511337,19.334998250000000000000
Jalisco,2019,1,Mujeres,231871,1438466,16.119324340000000000000
M xico,2019,1,Mujeres,421936,2932494,14.388298830000000000000
Michoac n,2019,1,Mujeres,65514,763781,8.5775896490000000000000
Morelos,2019,1,Mujeres,34506,331921,10.39584720000000000000
Nayarit,2019,1,Mujeres,28933,243739,11.870484410000000000000
Nuevo Le n,2019,1,Mujeres,167868,917944,18.287390080000000000000
Oaxaca,2019,1,Mujeres,156431,721149,21.69191110000000000000
Puebla,2019,1,Mujeres,194914,1096793,17.771265860000000000000
Quer taro,2019,1,Mujeres,66207,316081,20.946213150000000000000
Quintana Roo,2019,1,Mujeres,21074,330214,6.3819220260000000000000
San Luis Potos ,2019,1,Mujeres,87309,428743,20.363947630000000000000
Sinaloa,2019,1,Mujeres,52530,532280,9.868866010000000000000
Sonora,2019,1,Mujeres,104641,559293,18.709513620000000000000
Tabasco,2019,1,Mujeres,26940,329833,8.167769750000000000000
Tamaulipas,2019,1,Mujeres,140316,639386,21.94542890000000000000
Tlaxcala,2019,1,Mujeres,64285,237363,27.082991030000000000000
Veracruz,2019,1,Mujeres,89240,1149705,7.7619911190000000000000
Yucat n,2019,1,Mujeres,83937,426057,19.700885090000000000000
Zacatecas,2019,1,Mujeres,30949,220203,14.054758560000000000000
Nacional,2019,2,Mujeres,3412987,21486902,15.884034840000000000000
Aguascalientes,2019,2,Mujeres,49134,221387,22.193715080000000000000
Baja California,2019,2,Mujeres,163563,683959,23.914152750000000000000
Baja California Sur,2019,2,Mujeres,10931,169139,6.4627318360000000000000
Campeche,2019,2,Mujeres,22651,159396,14.210519710000000000000
Coahuila,2019,2,Mujeres,144579,515014,28.072829090000000000000
Colima,2019,2,Mujeres,14361,162170,8.8555219830000000000000
Chiapas,2019,2,Mujeres,65526,642624,10.196631310000000000000
Chihuahua,2019,2,Mujeres,189878,645293,29.425082870000000000000
Ciudad de M xico,2019,2,Mujeres,157148,1845473,8.5153237140000000000000
Durango,2019,2,Mujeres,52039,294665,17.660394010000000000000
Guanajuato,2019,2,Mujeres,268561,1025859,26.179133780000000000000
Guerrero,2019,2,Mujeres,96546,611411,15.790687440000000000000
Hidalgo,2019,2,Mujeres,89871,525012,17.117894450000000000000
Jalisco,2019,2,Mujeres,227285,1485268,15.302625520000000000000
M xico,2019,2,Mujeres,388676,3014163,12.894989420000000000000
Michoac n,2019,2,Mujeres,92065,758355,12.14009270000000000000
Morelos,2019,2,Mujeres,29167,330517,8.8246595490000000000000
Nayarit,2019,2,Mujeres,26708,250366,10.667582660000000000000
Nuevo Le n,2019,2,Mujeres,163955,935645,17.523205920000000000000
Oaxaca,2019,2,Mujeres,169752,780403,21.751838470000000000000
Puebla,2019,2,Mujeres,173014,1104067,15.670606950000000000000
Quer taro,2019,2,Mujeres,61179,316668,19.319602860000000000000
Quintana Roo,2019,2,Mujeres,16832,338258,4.9760833450000000000000
San Luis Potos ,2019,2,Mujeres,87035,455377,19.112735160000000000000
